team_abbr,season,season_end_year,predicted_wins,roster_aware_predicted_wins,roster_transition_model_predicted_wins,model_name,live_roster_expected_net_rating,live_roster_projected_minutes,live_roster_matched_players,live_roster_injured_players,live_roster_projection_wins,prior_roster_transition_player_count,prior_roster_returning_player_count,prior_roster_incoming_player_count,prior_roster_new_player_count,prior_roster_player_match_rate,prior_roster_continuity_minutes_share,prior_roster_incoming_minutes_share,prior_roster_minutes_covered,prior_roster_expected_net_rating,prior_roster_expected_off_rating,prior_roster_expected_def_rating,prior_roster_top8_expected_net_rating,prior_roster_top8_expected_off_rating,prior_roster_top8_expected_def_rating,prior_roster_top8_projection_wins,roster_feature_source,independent_predicted_wins,market_win_total,live_roster_count,live_active_roster_count,live_avg_age,live_salary_total,live_salary_player_count,live_salary_top3,live_salary_top3_share,live_injury_count,live_injury_burden,scheduled_regular_season_games,scheduled_home_games,live_transactions_since_july,live_injury_source_available,live_schedule_source_available,live_schedule_provider,schedule_unresolved_games,fetched_at_utc,live_context_status,holistic_predicted_wins,conference
PHO,2026-27,2027,41.86042921048027,48.71623547044713,43.08233820110002,holistic ensemble: form + roster + market prior,2.85769379805779,13210.685304878047,8.0,0.0,48.71577325475603,20,16,3,1,0.95,0.7500127432906575,0.24998725670934255,21187.62,2.1578776442486607,113.80157996046438,111.64956501819248,2.857864989054492,114.65115120602584,111.79328621697135,48.71623547044713,live roster plus latest player history,41.86042921048027,38.5,20,20,,0.0,0,0.0,,2.0,0.6,80,40,17,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,41.89416617023185,West
MIN,2026-27,2027,41.25058412965583,47.789069343416045,45.82016095955976,holistic ensemble: form + roster + market prior,2.514290089225572,12299.187601626018,8.0,0.0,47.78858324090905,17,12,2,3,0.8235294117647058,0.7960744580298967,0.20392554197010332,17888.825,2.271876365147334,115.14551481998615,112.86318189117577,2.514470127191129,115.1800517379998,112.65474941690492,47.789069343416045,live roster plus latest player history,41.25058412965583,48.5,17,17,,0.0,0,0.0,,1.0,1.0,80,40,19,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,46.509913368267966,West
TOR,2026-27,2027,41.08111270940781,50.364867182652674,42.363721218564194,holistic ensemble: form + roster + market prior,3.4683911958664333,12122.320951219512,8.0,3.0,50.36465622883937,21,14,4,3,0.8571428571428571,0.9110352572583822,0.08896474274161782,19128.401666666665,2.67247991557121,113.37300352189864,110.707547534393,3.468469326908397,114.1541073791809,110.70177417794483,50.364867182652674,live roster plus latest player history,41.08111270940781,45.5,21,21,,0.0,0,0.0,,6.0,1.7999999999999998,80,40,15,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,45.61149497301512,East
LAL,2026-27,2027,40.649584017992574,42.936214771308755,39.61497180023522,holistic ensemble: form + roster + market prior,0.7167230715775765,11775.507601626017,8.0,0.0,42.935152293259456,19,8,8,3,0.8421052631578947,0.4904056292838949,0.509594370716105,17052.968333333334,0.09445152134579014,113.53448753445188,113.44774708651997,0.7171165819662054,114.13506421798667,113.42668052402013,42.936214771308755,live roster plus latest player history,40.649584017992574,46.5,19,19,,0.0,0,0.0,,0.0,0.0,80,40,21,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,44.14644969732533,West
CLE,2026-27,2027,40.079713731218256,54.89218084419721,50.13124502295278,holistic ensemble: form + roster + market prior,5.145437057366879,11014.506768292682,8.0,0.0,54.892680054890576,17,12,1,4,0.7647058823529411,0.9043126793597641,0.09568732064023582,16697.701666666668,4.861905155831957,118.18934831787385,113.33144400467548,5.145252164517485,118.81091520077793,113.67521573198444,54.89218084419721,live roster plus latest player history,40.079713731218256,47.5,17,17,,0.0,0,0.0,,0.0,0.0,80,40,22,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,47.492973643853865,East
MIA,2026-27,2027,40.03515803093783,44.70559061254578,41.71505346699434,holistic ensemble: form + roster + market prior,1.3721591689135548,12339.565089430893,8.0,1.0,44.7048297560666,20,12,5,3,0.85,0.6356937571485896,0.36430624285141067,19168.991666666665,0.9867747331999956,114.07327362048906,113.09279485401508,1.3724409676095468,114.74039729408815,113.38181781499928,44.70559061254578,live roster plus latest player history,40.03515803093783,46.5,20,20,,0.0,0,0.0,,5.0,1.5,80,40,15,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,44.4351871608709,East
POR,2026-27,2027,39.92051000467508,42.48349237475318,40.57439051413107,holistic ensemble: form + roster + market prior,0.5492266988694896,11138.088089430894,8.0,0.0,42.48291208694762,19,13,5,1,0.9473684210526315,0.8623431148479944,0.13765688515200553,17982.9,0.1327592365154468,112.40148145083322,112.27685640009676,0.5494416202789573,112.93529133298765,112.39490469852538,42.48349237475318,live roster plus latest player history,39.92051000467508,43.5,19,19,,0.0,0,0.0,,3.0,1.6,80,40,11,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,42.35100059485707,West
PHI,2026-27,2027,39.42940202589036,48.09755125446529,37.81510135700526,holistic ensemble: form + roster + market prior,2.628783580903281,12640.498902439025,8.0,0.0,48.09771566843886,23,10,8,5,0.782608695652174,0.5313731217465463,0.46862687825345367,23029.373333333337,0.6915873557387568,113.99977286242076,113.29326163800869,2.6287226868389943,115.59170649035273,112.9532454772186,48.09755125446529,live roster plus latest player history,39.42940202589036,50.5,23,23,,0.0,0,0.0,,1.0,0.3,80,40,21,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,47.131738320088914,East
ORL,2026-27,2027,38.79545189545765,44.56454740598734,43.48484872765832,holistic ensemble: form + roster + market prior,1.3202420887040334,13675.25967479675,8.0,0.0,44.56465363950089,17,15,1,1,0.9411764705882353,0.9091012643334511,0.09089873566654902,20001.579999999998,0.929995742459229,113.13262285209085,112.20668386035865,1.3202027429582734,113.45610024563139,112.1399884197737,44.56454740598734,live roster plus latest player history,38.79545189545765,43.5,17,17,,0.0,0,0.0,,3.0,0.8999999999999999,80,40,10,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,42.58999982536125,East
MIL,2026-27,2027,36.36566965487965,29.674465627526075,35.35013638519818,holistic ensemble: form + roster + market prior,-4.195145820935664,13186.39695121951,8.0,0.0,29.673106283473707,20,10,6,4,0.8,0.6557624012126945,0.34423759878730553,21999.495,-3.964338848329954,111.73044301570019,115.70109100044577,-4.194642360175528,111.93519048539692,116.14466017417277,29.674465627526075,live roster plus latest player history,36.36566965487965,26.5,20,20,,0.0,0,0.0,,1.0,0.3,80,40,23,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,29.760033820601432,East
GSW,2026-27,2027,35.844966920289366,37.54007141708283,36.60309834586694,holistic ensemble: form + roster + market prior,-1.2810914864478904,9761.485081300812,8.0,0.0,37.5410529865907,21,16,2,3,0.8571428571428571,0.8889732170835628,0.11102678291643715,18136.81,-1.3388115769205573,111.31454353742409,112.63446083980428,-1.2814550307100623,111.32197272391242,112.58755097127967,37.54007141708283,live roster plus latest player history,35.844966920289366,40.5,21,21,,0.0,0,0.0,,2.0,2.0,80,40,17,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,38.596259584343045,West
NOP,2026-27,2027,34.38445455212158,30.179176629403077,34.65750261168639,holistic ensemble: form + roster + market prior,-4.007444664069631,12176.36605691057,8.0,0.0,30.179899407011995,20,14,4,2,0.9,0.9284511012889235,0.0715488987110766,19781.366666666665,-4.468441194220214,111.99929325896693,116.46125412281701,-4.007712359480341,112.57448550513212,116.57457844807682,30.179176629403077,live roster plus latest player history,34.38445455212158,27.5,20,20,,0.0,0,0.0,,2.0,0.6,80,40,11,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,29.890907795381164,West
MEM,2026-27,2027,31.056302488018027,36.53485622167013,30.350607050398594,holistic ensemble: form + roster + market prior,-1.6536184435367502,8872.537178861789,8.0,2.0,36.53523020245078,22,13,6,3,0.8636363636363636,0.6551229366186029,0.34487706338139695,18710.59,-3.2913541253905145,112.14962045682074,115.44112303551472,-1.6537569549369868,112.83986138421119,114.49359150330316,36.53485622167013,live roster plus latest player history,31.056302488018027,28.5,22,22,,0.0,0,0.0,,6.0,2.5,80,40,37,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,31.14778967742204,West
UTA,2026-27,2027,30.31913962977723,25.011517361363808,28.47944851686566,holistic ensemble: form + roster + market prior,-5.921139635893033,10313.312520325204,8.0,0.0,25.012922983088814,22,14,5,3,0.8636363636363636,0.810791342111911,0.18920865788808888,19053.453333333335,-4.780963866881008,112.83772926987443,117.62978964228985,-5.921660236531922,112.75986176292912,118.68924335256516,25.011517361363808,live roster plus latest player history,30.31913962977723,35.5,22,22,,0.0,0,0.0,,2.0,0.6,80,40,30,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,31.58266424778526,West
BRK,2026-27,2027,30.03504197113186,27.69398224916179,33.38423656744194,holistic ensemble: form + roster + market prior,-4.929248167105386,10211.779308943089,8.0,0.0,27.691029948815455,17,11,3,3,0.8235294117647058,0.7467316891864227,0.2532683108135773,17829.036666666667,-5.676758246330903,109.84241049934391,115.524064244748,-4.9281547225326685,110.7911464872917,115.7285581722058,27.69398224916179,live roster plus latest player history,30.03504197113186,24.5,17,17,,0.0,0,0.0,,1.0,0.3,80,40,25,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,26.682256055073413,East
DAL,2026-27,2027,28.88658644501985,27.231201128443022,27.81545504317509,holistic ensemble: form + roster + market prior,-5.099536609544489,10594.351422764226,8.0,0.0,27.23125115422988,20,10,4,6,0.7,0.7623592771851674,0.23764072281483248,16214.203333333335,-4.547691068025556,109.34386106832385,113.90312664189408,-5.099555137613695,108.8108792547816,113.9216224436135,27.231201128443022,live roster plus latest player history,28.88658644501985,34.5,20,20,,0.0,0,0.0,,3.0,0.8999999999999999,80,40,24,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,31.27944689336572,West
CHI,2026-27,2027,28.411749501382587,24.065166796968132,35.1884326337361,holistic ensemble: form + roster + market prior,-6.27152782271416,10546.91993495935,8.0,1.0,24.06687487867177,16,10,2,4,0.75,0.7655126471534704,0.23448735284652952,15511.725,-6.187129303933191,110.30785749994686,116.49150632878388,-6.2721604455673585,110.50443515466381,116.77659560023118,24.065166796968132,live roster plus latest player history,28.411749501382587,27.5,16,16,,0.0,0,0.0,,4.0,1.2,80,40,31,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,26.86922907458768,East
IND,2026-27,2027,26.75521289325996,21.780771957736054,30.727365094354127,holistic ensemble: form + roster + market prior,-7.117877152222594,9967.52617886179,8.0,0.0,21.781731688998995,17,13,2,2,0.8823529411764706,0.887039974955862,0.11296002504413806,17909.713333333333,-7.083532581904325,109.66167138219357,116.76584061566207,-7.118232608245905,109.80903971149498,116.94543518769225,21.780771957736054,live roster plus latest player history,26.75521289325996,44.5,17,17,,0.0,0,0.0,,2.0,1.3,80,40,15,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,34.383996212749004,East
WAS,2026-27,2027,26.420858584940206,12.338697055491803,28.77628545222921,holistic ensemble: form + roster + market prior,-10.615332983465397,10600.338821138212,8.0,0.0,12.338600944643428,18,13,3,2,0.8888888888888888,0.7895049553816337,0.21049504461836632,19316.036666666667,-10.962295582932759,109.0528233066929,119.9979081680095,-10.615297386854888,109.55294797008231,120.15110921347102,12.338697055491803,live roster plus latest player history,26.420858584940206,35.5,18,18,,0.0,0,0.0,,4.0,1.9,80,40,24,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,27.439888910108003,East
SAC,2026-27,2027,22.40903231781525,21.13447352775037,29.735386976038576,holistic ensemble: form + roster + market prior,-7.357467844934868,7876.071902439025,8.0,2.0,21.134836818675858,15,10,1,4,0.7333333333333333,0.9804185996685517,0.01958140033144855,12710.871666666666,-7.5536686064054255,110.45393928948629,118.00975723061187,-7.357602397129492,110.7426354143001,118.1002378114296,21.13447352775037,live roster plus latest player history,22.40903231781525,21.5,15,15,,0.0,0,0.0,,4.0,1.2,80,40,16,True,True,Basketball-Reference,2,2026-09-02T19:49:20.921475+00:00,live roster/injury/transaction/schedule context attached,21.635876461391405,West
